Genus;Subgenus;Species;Subspecies;Country;Province;Locality;Latitude;Longitude;Coordinate.precision;Year;Month;Day;Start.date;End.date;Collector;Determined.by;Female;Male;Worker;Not.specified;Reference.doi;Flowers.visited;Local_ID;Authors.to.give.credit;Any.other.additional.data;Notes.and.queries
Bombus;Bombus;lucorum;lucorum;Spain;Huesca;Sort pass track;;;;2006;6;5;;;C. Ornosa;;0;3;2;;https://doi.org/10.11646/zootaxa.4237.1.31;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;lucorum;lucorum;Spain;Huesca;Sort pass track;;;;2009;7;11;;;C. Ornosa;;0;0;1;;https://doi.org/10.11646/zootaxa.4237.1.32;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;lucorum;lucorum;Spain;Huesca;Zuriza track;;;;2014;8;12;;;J.A. Acosta;;0;1;0;;https://doi.org/10.11646/zootaxa.4237.1.33;;UMU;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;lucorum;lucorum;Spain;Lleida;Aiguestortes, threshold;;;;2006;7;26;;;C. Ornosa;;0;5;5;;https://doi.org/10.11646/zootaxa.4237.1.34;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;lucorum;lucorum;Spain;Lleida;Aiguestortes, threshold;;;;2014;7;7;;;C. Ornosa;;0;0;2;;https://doi.org/10.11646/zootaxa.4237.1.35;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;lucorum;lucorum;Spain;Lleida;Artiga de Lin;;;;2012;8;14;;;P. De la Rua ;;0;1;0;;https://doi.org/10.11646/zootaxa.4237.1.36;;UMU;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;lucorum;lucorum;Spain;Lleida;Baños de Tredos;;;;2014;7;10;;;C. Ornosa;;0;0;15;;https://doi.org/10.11646/zootaxa.4237.1.37;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;lucorum;lucorum;Spain;Lleida;Baños de Tredos, slope;;;;2014;7;10;;;F. Torres;;0;0;7;;https://doi.org/10.11646/zootaxa.4237.1.38;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;lucorum;lucorum;Spain;Lleida;Baños de Tredos, slope;;;;2014;7;10;;;C. Ornosa;;0;1;5;;https://doi.org/10.11646/zootaxa.4237.1.39;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;lucorum;lucorum;Spain;Lleida;Espot, ski resort;;;;2014;7;8;;;C. Ornosa;;0;0;5;;https://doi.org/10.11646/zootaxa.4237.1.40;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;lucorum;lucorum;Spain;Lleida;Estany Llong;;;;2014;7;9;;;F. Torres;;1;0;3;;https://doi.org/10.11646/zootaxa.4237.1.41;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;Female queen
Bombus;Bombus;lucorum;lucorum;Spain;Lleida;Estany Ratera-Mirador track;;;;2006;7;26;;;C. Ornosa;;0;1;0;;https://doi.org/10.11646/zootaxa.4237.1.42;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;lucorum;lucorum;Spain;Lleida;Estany Ratera-Mirador track;;;;2014;7;8;;;F. Torres;;0;6;0;;https://doi.org/10.11646/zootaxa.4237.1.43;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;lucorum;lucorum;Spain;Lleida;Estany Sant Maurici;;;;2006;7;26;;;C. Ornosa;;0;3;10;;https://doi.org/10.11646/zootaxa.4237.1.44;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;lucorum;lucorum;Spain;Lleida;Estany Sant Maurici;;;;2014;7;8;;;F. Torres;;0;0;4;;https://doi.org/10.11646/zootaxa.4237.1.45;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;lucorum;lucorum;Spain;Lleida;Jou;;;;2014;7;10;;;C. Ornosa;;0;0;2;;https://doi.org/10.11646/zootaxa.4237.1.46;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;lucorum;lucorum;Spain;Lleida;Ruda, track;;;;2014;7;10;;;F. Torres;;0;0;9;;https://doi.org/10.11646/zootaxa.4237.1.47;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;lucorum;lucorum;Spain;Lleida;Estany Ratera-Estany Sant Maurici;;;;2014;7;8;;;C. Ornosa;;0;0;2;;https://doi.org/10.11646/zootaxa.4237.1.48;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";Collected in grasslands between Estany Ratera and Estany Sant Maurici;
Bombus;Bombus;lucorum;lucorum;Spain;Lleida;La Bonaigua;;;;2006;7;27;;;C. Ornosa;;0;0;1;;https://doi.org/10.11646/zootaxa.4237.1.49;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;lucorum;lucorum;Spain;Lleida;Salardú;;;;2006;7;27;;;C. Ornosa;;0;1;0;;https://doi.org/10.11646/zootaxa.4237.1.50;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;lucorum;lucorum;Spain;Lleida;Sort pass track;;;;2012;8;12;;;P. De la Rua ;;0;0;1;;https://doi.org/10.11646/zootaxa.4237.1.51;;UMU;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;lucorum;lucorum;Spain;Navarra;Abodi pass;;;;2009;7;11;;;C. Ornosa;;1;0;0;;https://doi.org/10.11646/zootaxa.4237.1.52;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;Female queen
Bombus;Bombus;terrestris;lusitanicus;Andorra;Soldeu;Soldeu;;;;2006;7;28;;;C. Ornosa;;0;0;10;;https://doi.org/10.11646/zootaxa.4237.1.53;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Girona;Bellver de Cerdanya;;;;2009;7;25;;;C. Ornosa;;0;0;5;;https://doi.org/10.11646/zootaxa.4237.1.54;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Girona;Campodron, ski resort;;;;2009;7;23;;;C. Ornosa;;0;4;8;;https://doi.org/10.11646/zootaxa.4237.1.55;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Girona;La Molina, Alabaus;;;;2015;7;9;;;F. Torres;;0;0;1;;https://doi.org/10.11646/zootaxa.4237.1.56;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Girona;La Molina, road;;;;2009;7;25;;;C. Ornosa;;0;0;7;;https://doi.org/10.11646/zootaxa.4237.1.57;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Girona;La Molina, ski resort;;;;2009;7;25;;;C. Ornosa;;0;2;14;;https://doi.org/10.11646/zootaxa.4237.1.58;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Girona;La Molina, ski resort;;;;2015;7;9;;;C. Ornosa;;0;1;0;;https://doi.org/10.11646/zootaxa.4237.1.59;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Girona;Nuria, Pic de l´Aliga;;;;2009;7;24;;;C. Ornosa;;0;6;15;;https://doi.org/10.11646/zootaxa.4237.1.60;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Girona;Nuria, Bosc de la Verge;;;;2009;7;24;;;C. Ornosa;;0;0;10;;https://doi.org/10.11646/zootaxa.4237.1.61;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Girona;Setcases;;;;2009;7;23;;;C. Ornosa;;0;5;5;;https://doi.org/10.11646/zootaxa.4237.1.62;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Huesca;Baños de Benasque;;;;2011;7;14;;;C. Ornosa;;0;0;10;;https://doi.org/10.11646/zootaxa.4237.1.63;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Huesca;Benasque;;;;2011;7;15;;;C. Ornosa;;0;0;5;;https://doi.org/10.11646/zootaxa.4237.1.64;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Huesca;Biescas;;;;2014;8;10;;;P. De la Rua ;;1;0;1;;https://doi.org/10.11646/zootaxa.4237.1.65;;UMU;"Ornosa, C.; Torres, F. & de la Rua, P.";;Female queen
Bombus;Bombus;terrestris;lusitanicus;Spain;Huesca;Canfranc;;;;2006;7;3;;;C. Ornosa;;0;0;10;;https://doi.org/10.11646/zootaxa.4237.1.66;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Huesca;Biescas;;;;2009;7;9;;;C. Ornosa;;0;0;6;;https://doi.org/10.11646/zootaxa.4237.1.67;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Huesca;Cerler;;;;2011;7;13;;;C. Ornosa;;1;1;3;;https://doi.org/10.11646/zootaxa.4237.1.68;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;Female queen
Bombus;Bombus;terrestris;lusitanicus;Spain;Huesca;Chia, Mirador, Valle de Benasque;;;;2011;7;14;;;C. Ornosa;;0;0;4;;https://doi.org/10.11646/zootaxa.4237.1.69;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Huesca;Jaca;;;;2014;8;11;;;P. De la Rua ;;0;0;3;;https://doi.org/10.11646/zootaxa.4237.1.70;;UMU;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Huesca;Ordesa Pradera;;;;2006;7;4;;;C. Ornosa;;0;0;2;;https://doi.org/10.11646/zootaxa.4237.1.71;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Huesca;Ordesa, Gradas de Soaso;;;;2006;7;4;;;C. Ornosa;;0;2;10;;https://doi.org/10.11646/zootaxa.4237.1.72;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Huesca;Ordesa, Laña Sarratieto;;;;2013;7;10;;;F. Torres;;1;0;0;;https://doi.org/10.11646/zootaxa.4237.1.73;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;Female queen
Bombus;Bombus;terrestris;lusitanicus;Spain;Huesca;Panticosa;;;;2006;6;5;;;C. Ornosa;;0;0;2;;https://doi.org/10.11646/zootaxa.4237.1.74;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Huesca;Panticosa, alto;;;;2006;6;5;;;C. Ornosa;;0;0;1;;https://doi.org/10.11646/zootaxa.4237.1.75;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Huesca;Las Cutas track;;;;2013;7;11;;;F. Torres;;1;0;0;;https://doi.org/10.11646/zootaxa.4237.1.76;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;Female queen
Bombus;Bombus;terrestris;lusitanicus;Spain;Huesca;Sahún pass;;;;2011;7;14;;;C. Ornosa;;0;0;6;;https://doi.org/10.11646/zootaxa.4237.1.77;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Huesca;Santa Olaria;;;;2013;7;9;;;F. Torres;;1;5;1;;https://doi.org/10.11646/zootaxa.4237.1.78;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;Female queen
Bombus;Bombus;terrestris;lusitanicus;Spain;Huesca;Selva de Oza;;;;2009;5;2;;;C. Ornosa;;1;0;0;;https://doi.org/10.11646/zootaxa.4237.1.79;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;Female queen
Bombus;Bombus;terrestris;lusitanicus;Spain;Huesca;Selva de Oza;;;;2008;7;10;;;C. Ornosa;;0;0;8;;https://doi.org/10.11646/zootaxa.4237.1.80;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Huesca;Tramacastilla de Tena;;;;2009;7;9;;;C. Ornosa;;0;0;6;;https://doi.org/10.11646/zootaxa.4237.1.81;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Huesca;Vallibierna;;;;2011;7;15;;;C. Ornosa;;0;0;10;;https://doi.org/10.11646/zootaxa.4237.1.82;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Huesca;Zuriza;;;;2006;6;5;;;C. Ornosa;;1;0;5;;https://doi.org/10.11646/zootaxa.4237.1.83;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;Female queen
Bombus;Bombus;terrestris;lusitanicus;Spain;Huesca;Zuriza;;;;2006;7;10;;;C. Ornosa;;2;4;0;;https://doi.org/10.11646/zootaxa.4237.1.84;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;Female queen
Bombus;Bombus;terrestris;lusitanicus;Spain;Huesca;Zuriza;;;;2009;7;11;;;C. Ornosa;;1;0;14;;https://doi.org/10.11646/zootaxa.4237.1.85;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;Female queen
Bombus;Bombus;terrestris;lusitanicus;Spain;Lleida;Aiguestortes, threshold;;;;2006;7;26;;;C. Ornosa;;0;5;10;;https://doi.org/10.11646/zootaxa.4237.1.86;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Lleida;Baqueira-Ruda;;;;2006;7;27;;;C. Ornosa;;0;0;12;;https://doi.org/10.11646/zootaxa.4237.1.87;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Lleida;Espot;;;;2006;7;25;;;C. Ornosa;;0;0;1;;https://doi.org/10.11646/zootaxa.4237.1.88;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Lleida;Estany Sant Maurici;;;;2006;7;26;;;C. Ornosa;;0;0;6;;https://doi.org/10.11646/zootaxa.4237.1.89;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Lleida;Estany Sant Maurici;;;;2014;7;8;;;C. Ornosa;;0;0;2;;https://doi.org/10.11646/zootaxa.4237.1.90;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Lleida;Ruda, track;;;;2014;7;10;;;F. Torres;;0;0;1;;https://doi.org/10.11646/zootaxa.4237.1.91;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Lleida;Son;;;;2014;7;10;;;C. Ornosa;;0;1;0;;https://doi.org/10.11646/zootaxa.4237.1.92;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Navarra;Abodi pass;;;;2009;7;11;;;C. Ornosa;;0;4;12;;https://doi.org/10.11646/zootaxa.4237.1.93;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Navarra;Burguete;;;;2009;7;11;;;C. Ornosa;;0;0;2;;https://doi.org/10.11646/zootaxa.4237.1.94;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;lusitanicus;Spain;Navarra;Sierra de Irati;;;;2009;7;11;;;C. Ornosa;;0;2;6;;https://doi.org/10.11646/zootaxa.4237.1.95;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;terrestris;Andorra;Soldeu;Soldeu;;;;2006;7;28;;;C. Ornosa;;1;0;0;;https://doi.org/10.11646/zootaxa.4237.1.96;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;Female queen
Bombus;Bombus;terrestris;terrestris;Spain;Girona;Campodron, ski resort;;;;2015;7;8;;;C. Ornosa;;0;0;1;;https://doi.org/10.11646/zootaxa.4237.1.97;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Bombus;terrestris;terrestris;Spain;Huesca;Ordesa, Circo de Soaso;;;;2014;7;10;;;F. Torres;;1;0;0;;https://doi.org/10.11646/zootaxa.4237.1.98;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;Female queen
Bombus;Bombus;terrestris;terrestris;Spain;Lleida;Baños de Tredos, slope;;;;2014;7;10;;;C. Ornosa;;1;0;0;;https://doi.org/10.11646/zootaxa.4237.1.99;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;Female queen
Bombus;Bombus;terrestris;terrestris;Spain;Lleida;Viella;;;;2012;8;13;;;P. De la Rua ;;0;0;1;;https://doi.org/10.11646/zootaxa.4237.1.100;;UMU;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Cullumanusbombus;cullumanus;cullumanus;Spain;Girona;Ribes de Freser;;;;2009;7;24;;;C. Ornosa;;0;0;1;;https://doi.org/10.11646/zootaxa.4237.1.101;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Kallobombus;soroeensis;lectitatus;Spain;Girona;La Molina, Alabaus;;;;2015;7;9;;;F. Torres;;0;0;1;;https://doi.org/10.11646/zootaxa.4237.1.102;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Kallobombus;soroeensis;lectitatus;Spain;Girona;Nuria, Bosc de la Verge;;;;2009;7;24;;;C. Ornosa;;0;0;3;;https://doi.org/10.11646/zootaxa.4237.1.103;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Kallobombus;soroeensis;lectitatus;Spain;Girona;Nuria, Pic de l´Aliga;;;;2015;7;10;;;C. Ornosa;;1;0;11;;https://doi.org/10.11646/zootaxa.4237.1.104;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;Female queen
Bombus;Kallobombus;soroeensis;lectitatus;Spain;Girona;Ribes de Freser;;;;2015;7;9;;;C. Ornosa;;0;0;1;;https://doi.org/10.11646/zootaxa.4237.1.105;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Kallobombus;soroeensis;lectitatus;Spain;Huesca;La Besurta, Ibo de Villamorta;;;;2011;7;15;;;C. Ornosa;;0;0;1;;https://doi.org/10.11646/zootaxa.4237.1.106;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Kallobombus;soroeensis;lectitatus;Spain;Huesca;Ordesa, Gradas de Soaso;;;;2014;8;8;;;P. Acosta;;0;0;3;;https://doi.org/10.11646/zootaxa.4237.1.107;;UMU;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Kallobombus;soroeensis;lectitatus;Spain;Huesca;Selva de Oza, Aguas Tortas;;;;2009;7;10;;;C. Ornosa;;0;0;1;;https://doi.org/10.11646/zootaxa.4237.1.108;;UCME;"Ornosa, C.; Torres, F. & de la Rua, P.";;
Bombus;Kallobombus;soroeensis;lectitatus;Spain;Huesca;San Nicolas de Bujaruelo;;;;2014;8;9;;;P. Acosta;;0;3;1;;https://doi.org/10.11646/zootaxa.4237.1.109;;UMU;"Ornosa, C.; Torres, F. & de la Rua, P.";;
