"Genus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision.(e.g..GPS;.~10km)","Year","month","day","Start.date","End.Date","Collector","Determiner","Female","Male","Worker","Not.specified","Reference.(doi)","Flowers.visited","Collection.Location_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries"
"Anthophora","bimaculata",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.905685°"," -1.456112°","~100 metres",2017,5,16,NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,0,0,1,NA,"Centaurea aspera",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.905685°"," -1.456112°","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Carlos Ruiz",1,0,1,0,NA,"Centaurea aspera",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Hylaeus","pictipes",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.905685°"," -1.456112°","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,0,0,1,NA,"Echium creticum",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Hylaeus","pictipes",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.905685°"," -1.456112°","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,0,0,1,NA,"Echium creticum",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Ceratina","cucurbitina",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.905685°"," -1.456112°","~100 metres",2017,5,16,NA,NA,"Ana Isabel Asensio Pérez","Concepción Ornosa, Carlos Ruiz y DNA barcoding",1,0,0,0,NA,"Sonchus tenerrimus",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.905685°"," -1.456112°","~100 metres",2017,5,16,NA,NA,"Ana Isabel Asensio Pérez","Carlos Ruiz",1,0,1,0,NA,"Pallenis spinosa",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Hylaeus","pictipes",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.905685°"," -1.456112°","~100 metres",2017,5,16,NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,1,0,0,NA,"Echium creticum",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.905685°"," -1.456112°","~100 metres",2017,5,16,NA,NA,"Carlos Ruiz","Carlos Ruiz",1,0,1,0,NA,"Fumana ericoides",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.905685°"," -1.456112°","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Carlos Ruiz",1,0,1,0,NA,"Teucrium capitatum",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.905685°"," -1.456112°","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Carlos Ruiz",1,0,1,0,NA,"Teucrium capitatum",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.905685°"," -1.456112°","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Carlos Ruiz",1,0,1,0,NA,"Sideritis murgetana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.905685°"," -1.456112°","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Carlos Ruiz",1,0,1,0,NA,"Sideritis murgetana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.905685°"," -1.456112°","~100 metres",2017,5,16,NA,NA,"Ana Isabel Asensio Pérez","Carlos Ruiz",1,0,1,0,NA,"Teucrium capitatum",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.905685°"," -1.456112°","~100 metres",2017,5,16,NA,NA,"Ana Isabel Asensio Pérez","Carlos Ruiz",1,0,1,0,NA,"Teucrium capitatum",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.905685°"," -1.456112°","~100 metres",2017,5,16,NA,NA,"Ana Isabel Asensio Pérez","Carlos Ruiz",1,0,1,0,NA,"Teucrium capitatum",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Lasioglossum","malachurum",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,1,0,0,NA,"Sonchus tenerrimus",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Carlos Ruiz","Carlos Ruiz",1,0,1,0,NA,"Teucrium capitatum",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Carlos Ruiz","Carlos Ruiz",1,0,1,0,NA,"Teucrium capitatum",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Eucera","elongatula",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,0,0,1,NA,"Sonchus tenerrimus",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Eucera","elongatula",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,0,0,1,NA,"Sonchus tenerrimus",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Carlos Ruiz",1,0,1,0,NA,"Sideritis murgetana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Carlos Ruiz",1,0,1,0,NA,"Sideritis murgetana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Carlos Ruiz",1,0,1,0,NA,"Sideritis murgetana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Hoplitis","perezi",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,0,0,1,NA,"Sideritis murgetana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Carlos Ruiz",1,0,1,0,NA,"Sideritis murgetana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Carlos Ruiz",1,0,1,0,NA,"Sideritis murgetana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Carlos Ruiz",1,0,1,0,NA,"Teucrium capitatum",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Eucera","elongatula",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Ana Isabel Asensio Pérez","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,0,0,1,NA,"Convolvulus althaeoides",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Lasioglossum","malachurum",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Ana Isabel Asensio Pérez","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,0,0,1,NA,NA,NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Carlos Ruiz","Carlos Ruiz",1,0,1,0,NA,"Sideritis murgetana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Colletes","abeillei",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,1,0,0,NA,"Teucrium capitatum",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Colletes","abeillei",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,0,0,1,NA,"Teucrium capitatum",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Carlos Ruiz","Carlos Ruiz",1,0,1,0,NA,"Teucrium capitatum",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Eucera","elongatula",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Concepción Ornosa, Carlos Ruiz y DNA barcoding",1,0,0,0,NA,"Pallenis spinosa",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Carlos Ruiz",1,0,1,0,NA,"Sideritis murgetana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Andrena","nigroaenea",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,0,0,1,NA,"Carduus sp",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Hylaeus","variegatus",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Concepción Ornosa, Carlos Ruiz y DNA barcoding",1,0,0,0,NA,NA,NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Osmia","caerulescens",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Concepción Ornosa, Carlos Ruiz y DNA barcoding",1,0,0,0,NA,"Phlomis lychnitis",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Ana Isabel Asensio Pérez","Carlos Ruiz",1,0,1,0,NA,"Dorycnium pentaphyllum",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Anthophora","plumipes",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,0,0,1,NA,"Sideritis murgetana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Carlos Ruiz","Carlos Ruiz",1,0,1,0,NA,"Sideritis murgetana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Hylaeus","variegatus",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz y DNA barcoding",1,0,0,0,NA,"Teucrium capitatum",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Carlos Ruiz",1,0,1,0,NA,"Sideritis murgetana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Carlos Ruiz",1,0,1,0,NA,"Sideritis murgetana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Carlos Ruiz",1,0,1,0,NA,"Sideritis murgetana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Carlos Ruiz",1,0,1,0,NA,"Sideritis murgetana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Carlos Ruiz",1,0,1,0,NA,"Dorycnium pentaphyllum",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Ana Isabel Asensio Pérez","Carlos Ruiz",1,0,1,0,NA,"Carduus sp",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Ana Isabel Asensio Pérez","Carlos Ruiz",1,0,1,0,NA,"Teucrium capitatum",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Alhama de Murcia"," 37.870095°"," -1.453182°","~100 metres",2017,5,16,NA,NA,"Ana Isabel Asensio Pérez","Carlos Ruiz",1,0,1,0,NA,"Teucrium capitatum",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Anthophora","plumipes",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.924566°"," -1.471160°","~100 metres",2017,5,16,NA,NA,"Pilar de la Rúa Tarín","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,0,0,1,NA,"Anacyclus clavatus",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Eucera","elongatula",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.924566°"," -1.471160°","~100 metres",2017,5,16,NA,NA,"Pilar de la Rúa Tarín","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,0,0,1,NA,"Sonchus tenerrimus",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Eucera","elongatula",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.924566°"," -1.471160°","~100 metres",2017,5,16,NA,NA,"Vicente Martínez López","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,0,0,1,NA,"Anacyclus clavatus",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.924566°"," -1.471160°","~100 metres",2017,5,16,NA,NA,"Diego Cejas Acuña","Carlos Ruiz",1,0,1,0,NA,"Sideritis murgetana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.924566°"," -1.471160°","~100 metres",2017,5,16,NA,NA,"Vicente Martínez López","Carlos Ruiz",1,0,1,0,NA,"Sideritis murgetana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.924566°"," -1.471160°","~100 metres",2017,5,16,NA,NA,"Diego Cejas Acuña","Carlos Ruiz",1,0,1,0,NA,"Teucrium capitatum",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.924566°"," -1.471160°","~100 metres",2017,5,16,NA,NA,"Diego Cejas Acuña","Carlos Ruiz",1,0,1,0,NA,"Teucrium capitatum",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.924566°"," -1.471160°","~100 metres",2017,5,16,NA,NA,"Diego Cejas Acuña","Carlos Ruiz",1,0,1,0,NA,"Teucrium capitatum",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.924566°"," -1.471160°","~100 metres",2017,5,16,NA,NA,"Pilar de la Rúa Tarín","Carlos Ruiz",1,0,1,0,NA,"Sideritis murgetana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Bombus","terrestris",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.924566°"," -1.471160°","~100 metres",2017,5,16,NA,NA,"Pilar de la Rúa Tarín","Concepción Ornosa, Carlos Ruiz y DNA barcoding",1,0,1,0,NA,"Sideritis murgetana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.924566°"," -1.471160°","~100 metres",2017,5,16,NA,NA,"Pilar de la Rúa Tarín","Carlos Ruiz",1,0,1,0,NA,"Sideritis murgetana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.924566°"," -1.471160°","~100 metres",2017,5,16,NA,NA,"Pilar de la Rúa Tarín","Carlos Ruiz",1,0,1,0,NA,"Sideritis murgetana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.924566°"," -1.471160°","~100 metres",2017,5,16,NA,NA,"Pilar de la Rúa Tarín","Carlos Ruiz",1,0,1,0,NA,"Sideritis murgetana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
"Apis","mellifera",NA,"Spain","Región de Murcia","Fuente Librilla"," 37.924566°"," -1.471160°","~100 metres",2017,5,16,NA,NA,"Pilar de la Rúa Tarín","Carlos Ruiz",1,0,1,0,NA,"Sideritis murgetana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET ",NA
