"Genus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision.(e.g..Collection.place.within.<XX.radius.of.the.provided.coordinate..For.example:.<10m;.<100m;.<1km;.<10km)","Year","Month","day","Start.date","End.Date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.(doi)","Flowers.visited","Collection.Location_ID","Authors.to.give.credit","Any.other.additional.data.(Habitat.type)","Notes.and.queries"
"Apis","Apis mellifera",NA,"Portugal","Azores","Terceira Island",38.7756619959845,-27.1448922549436,"<3km",2014,9,22,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11533","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Intensively managed pasture",NA
"Apis","Apis mellifera",NA,"Portugal","Azores","Terceira Island",38.7735812156323,-27.2933905976521,"<3km",2013,7,16,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,2,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11534","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Intensively managed pasture",NA
"Apis","Apis mellifera",NA,"Portugal","Azores","Terceira Island",38.7735812156323,-27.2933905976521,"<3km",2014,9,26,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11535","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Intensively managed pasture",NA
"Apis","Apis mellifera",NA,"Portugal","Azores","Terceira Island",38.7306579115955,-27.0907280512411,"<3km",2013,7,4,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11536","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Intensively managed pasture",NA
"Apis","Apis mellifera",NA,"Portugal","Azores","Terceira Island",38.7306579115955,-27.0907280512411,"<3km",2014,9,24,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,2,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11537","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Intensively managed pasture",NA
"Apis","Apis mellifera",NA,"Portugal","Azores","Terceira Island",38.6987551572281,-27.3045844517711,"<3km",2013,7,1,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11538","Rumex conglomeratus","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Intensively managed pasture",NA
"Apis","Apis mellifera",NA,"Portugal","Azores","Terceira Island",38.6987551572281,-27.3045844517711,"<3km",2014,10,2,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,3,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11539","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Intensively managed pasture",NA
"Apis","Apis mellifera",NA,"Portugal","Azores","Terceira Island",38.7871241452903,-27.2830835029191,"<3km",2014,9,25,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11540","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Intensively managed pasture",NA
"Apis","Apis mellifera",NA,"Portugal","Azores","Terceira Island",38.7540160051365,-27.1586589158155,"<3km",2013,7,23,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,7,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11541","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Intensively managed pasture",NA
"Apis","Apis mellifera",NA,"Portugal","Azores","Terceira Island",38.7540160051365,-27.1586589158155,"<3km",2014,9,22,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,4,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11542","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Intensively managed pasture",NA
"Apis","Apis mellifera",NA,"Portugal","Azores","Terceira Island",38.692729775386,-27.1631229992195,"<3km",2014,10,1,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,2,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11543","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Intensively managed pasture",NA
"Apis","Apis mellifera",NA,"Portugal","Azores","Terceira Island",38.7368181876555,-27.2069457600747,"<3km",2013,7,24,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11544","Hypericum foliosum","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Natural forest",NA
"Apis","Apis mellifera",NA,"Portugal","Azores","Terceira Island",38.7438457763217,-27.2921181741009,"<3km",2014,8,12,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,7,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11545","Tolpis azorica","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Natural forest",NA
"Apis","Apis mellifera",NA,"Portugal","Azores","Terceira Island",38.7653190496195,-27.3486070512298,"<3km",2013,7,30,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11546","Persicaria capitata","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Naturalized vegetation",NA
"Apis","Apis mellifera",NA,"Portugal","Azores","Terceira Island",38.7242644626345,-27.167796237428,"<3km",2014,9,25,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,2,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11547","Mentha suaveolens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Naturalized vegetation",NA
"Apis","Apis mellifera",NA,"Portugal","Azores","Terceira Island",38.7242644626345,-27.167796237428,"<3km",2014,9,25,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,3,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11548","Rubus hochstetterorum","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Naturalized vegetation",NA
"Apis","Apis mellifera",NA,"Portugal","Azores","Terceira Island",38.7441911396627,-27.0677309304248,"<3km",2013,7,4,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,3,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11549","Rubus ulmifolius","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Naturalized vegetation",NA
"Apis","Apis mellifera",NA,"Portugal","Azores","Terceira Island",38.7441911396627,-27.0677309304248,"<3km",2014,9,24,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,2,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11550","Rubus ulmifolius","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Naturalized vegetation",NA
"Apis","Apis mellifera",NA,"Portugal","Azores","Terceira Island",38.7441911396627,-27.0677309304248,"<3km",2014,9,24,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,2,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11551","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Naturalized vegetation",NA
"Apis","Apis mellifera",NA,"Portugal","Azores","Terceira Island",38.6439629553178,-27.2250641261737,"<3km",2014,8,4,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11552","Lantana camara","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Naturalized vegetation",NA
"Apis","Apis mellifera",NA,"Portugal","Azores","Terceira Island",38.6485959852801,-27.1446359876539,"<3km",2013,7,19,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,11,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11553","Rubus hochstetterorum","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Naturalized vegetation",NA
"Apis","Apis mellifera",NA,"Portugal","Azores","Terceira Island",38.6485959852801,-27.1446359876539,"<3km",2014,9,24,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,4,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11554","Rubus hochstetterorum","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Naturalized vegetation",NA
"Apis","Apis mellifera",NA,"Portugal","Azores","Terceira Island",38.6485959852801,-27.1446359876539,"<3km",2014,9,24,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,2,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11555","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Naturalized vegetation",NA
"Apis","Apis mellifera",NA,"Portugal","Azores","Terceira Island",38.7171178805993,-27.1160170426452,"<3km",2013,7,5,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,4,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11556","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Semi-natural pasture",NA
"Apis","Apis mellifera",NA,"Portugal","Azores","Terceira Island",38.7171178805993,-27.1160170426452,"<3km",2014,9,24,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11557","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Semi-natural pasture",NA
"Apis","Apis mellifera",NA,"Portugal","Azores","Terceira Island",38.7068505557317,-27.3103693443669,"<3km",2013,7,1,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,2,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11558","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Semi-natural pasture",NA
"Apis","Apis mellifera",NA,"Portugal","Azores","Terceira Island",38.753808508571,-27.2714432277762,"<3km",2013,7,2,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,4,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11559","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Semi-natural pasture",NA
"Apis","Apis mellifera",NA,"Portugal","Azores","Terceira Island",38.753808508571,-27.2714432277762,"<3km",2014,10,3,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,3,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11560","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Semi-natural pasture",NA
"Bombus","Bombus ruderatus",NA,"Portugal","Azores","Terceira Island",38.7090364161393,-27.0814995310942,"<3km",2013,7,22,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11561","Rubus ulmifolius","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA
"Bombus","Bombus ruderatus",NA,"Portugal","Azores","Terceira Island",38.7090364161393,-27.0814995310942,"<3km",2014,9,17,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,2,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11562","Rubus ulmifolius","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA
"Bombus","Bombus ruderatus",NA,"Portugal","Azores","Terceira Island",38.7611864279751,-27.1851474281194,"<3km",2013,7,23,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,3,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11563","Persicaria capitata","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA
"Bombus","Bombus ruderatus",NA,"Portugal","Azores","Terceira Island",38.7611864279751,-27.1851474281194,"<3km",2014,9,22,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11564","Persicaria capitata","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA
"Bombus","Bombus ruderatus",NA,"Portugal","Azores","Terceira Island",38.7611864279751,-27.1851474281194,"<3km",2014,9,22,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,3,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11565","Rubus ulmifolius","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA
"Bombus","Bombus ruderatus",NA,"Portugal","Azores","Terceira Island",38.751086033493,-27.2794886589805,"<3km",2013,7,3,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11566","Hydrangea macrophylla","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA
"Bombus","Bombus ruderatus",NA,"Portugal","Azores","Terceira Island",38.751086033493,-27.2794886589805,"<3km",2014,9,19,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11567","Digitalis purpurea","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA
"Bombus","Bombus ruderatus",NA,"Portugal","Azores","Terceira Island",38.751086033493,-27.2794886589805,"<3km",2014,9,19,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,2,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11568","Hydrangea macrophylla","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA
"Bombus","Bombus ruderatus",NA,"Portugal","Azores","Terceira Island",38.751086033493,-27.2794886589805,"<3km",2014,9,19,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,2,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11569","Persicaria capitata","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA
"Bombus","Bombus ruderatus",NA,"Portugal","Azores","Terceira Island",38.7816284354598,-27.3176010854201,"<3km",2014,9,17,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,2,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11570","Hedychium gardneranum ","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA
"Bombus","Bombus ruderatus",NA,"Portugal","Azores","Terceira Island",38.7816284354598,-27.3176010854201,"<3km",2014,9,17,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11571","Osteospermum ecklonis","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA
"Bombus","Bombus ruderatus",NA,"Portugal","Azores","Terceira Island",38.7816284354598,-27.3176010854201,"<3km",2014,9,17,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,4,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11572","Persicaria capitata","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA
"Bombus","Bombus ruderatus",NA,"Portugal","Azores","Terceira Island",38.6754674477609,-27.2435564923329,"<3km",2014,8,5,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11573","Crepis capillaris","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA
"Bombus","Bombus ruderatus",NA,"Portugal","Azores","Terceira Island",38.6754674477609,-27.2435564923329,"<3km",2014,8,5,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11574","Mentha suaveolens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA
"Bombus","Bombus ruderatus",NA,"Portugal","Azores","Terceira Island",38.6754674477609,-27.2435564923329,"<3km",2014,8,5,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,3,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11575","Origanum vulgare","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA
"Bombus","Bombus ruderatus",NA,"Portugal","Azores","Terceira Island",38.7494784316933,-27.1805139998975,"<3km",2013,7,23,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11576","Rubus ulmifolius","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA
"Bombus","Bombus ruderatus",NA,"Portugal","Azores","Terceira Island",38.7494784316933,-27.1805139998975,"<3km",2014,9,22,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11577","Crepis capillaris","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA
"Bombus","Bombus ruderatus",NA,"Portugal","Azores","Terceira Island",38.7592787724305,-27.2426901447392,"<3km",2014,10,3,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,3,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11578","Persicaria capitata","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA
"Bombus","Bombus ruderatus",NA,"Portugal","Azores","Terceira Island",38.7592787724305,-27.2426901447392,"<3km",2014,10,3,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,2,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11579","Prunella vulgaris","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA
"Bombus","Bombus ruderatus",NA,"Portugal","Azores","Terceira Island",38.6979544853995,-27.2631822049857,"<3km",2013,6,28,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,2,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11580","Digitalis purpurea","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA
"Bombus","Bombus ruderatus",NA,"Portugal","Azores","Terceira Island",38.6979544853995,-27.2631822049857,"<3km",2014,8,5,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11581","Erigeron karvinskianus","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA
"Bombus","Bombus ruderatus",NA,"Portugal","Azores","Terceira Island",38.6979544853995,-27.2631822049857,"<3km",2014,8,5,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,2,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11582","Ulex minor","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA
"Bombus","Bombus ruderatus",NA,"Portugal","Azores","Terceira Island",38.7319965774216,-27.3415419654918,"<3km",2013,7,11,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11583","Hydrangea macrophylla","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA
"Bombus","Bombus ruderatus",NA,"Portugal","Azores","Terceira Island",38.7319965774216,-27.3415419654918,"<3km",2013,7,11,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11584","Scrophularia scorodonia","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA
"Bombus","Bombus ruderatus",NA,"Portugal","Azores","Terceira Island",38.7319965774216,-27.3415419654918,"<3km",2014,9,10,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,2,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11585","Scrophularia scorodonia","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA
"Bombus","Bombus ruderatus",NA,"Portugal","Azores","Terceira Island",38.7540047928239,-27.1667149737436,"<3km",2013,7,23,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11586","Hedychium gardneranum ","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA
"Bombus","Bombus ruderatus",NA,"Portugal","Azores","Terceira Island",38.7540047928239,-27.1667149737436,"<3km",2013,7,23,2013-06-27,2014-10-03,"Ana Picanço","Ana Picanço/Paulo A. V. Borges",NA,NA,NA,2,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11587","Solanum mauritianum","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA
